780,beef,milk,brown bread,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,
781,pip fruit,other vegetables,butter milk,cream cheese ,rolls,,,,,,,,,,,,,,,,,,
782,sausage,milk,rolls,coffee,chocolate,,,,,,,,,,,,,,,,,,
783,pastry,coffee,,,,,,,,,,,,,,,,,,,,,
784,chicken,beef,specialty chocolate,,,,,,,,,,,,,,,,,,,,
785,root vegetables,other vegetables,milk,sliced cheese,frozen vegetables,frozen fish,frozen dessert,chocolate,,,,,,,,,,,,,,,
786,milk,frozen meals,rolls,,,,,,,,,,,,,,,,,,,,
787,detergent,,,,,,,,,,,,,,,,,,,,,,
788,rolls,canned fish,,,,,,,,,,,,,,,,,,,,,
789,house keeping products,,,,,,,,,,,,,,,,,,,,,,
790,yogurt,salt,jam,sparkling wine,cleaner,,,,,,,,,,,,,,,,,,
791,tropical fruit,curd,sliced cheese,rolls,soda,,,,,,,,,,,,,,,,,,
792,tropical fruit,,,,,,,,,,,,,,,,,,,,,,
793,curd,cow milk,artif. sweetener,dental care,,,,,,,,,,,,,,,,,,,
794,beef,berries,onions,rolls,,,,,,,,,,,,,,,,,,,
795,milk,brown bread,pasta,margarine,bottled water,napkins,newspapers,,,,,,,,,,,,,,,,
796,pork,cow milk,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,
797,other vegetables,curd,yogurt,curd cheese,margarine,cleaner,hygiene articles,,,,,,,,,,,,,,,,
798,rolls,soda,fruit/vegetable juice,canned beer,white wine,long life bakery product,shopping bags,,,,,,,,,,,,,,,,
799,frankfurter,pip fruit,milk,rolls,roll products ,,,,,,,,,,,,,,,,,,
800,yogurt,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,
801,milk,curd,sliced cheese,cat food,coffee,,,,,,,,,,,,,,,,,,
802,bottled water,candy,,,,,,,,,,,,,,,,,,,,,
803,frankfurter,beef,butter,,,,,,,,,,,,,,,,,,,,
804,rolls,soda,snack products,shopping bags,,,,,,,,,,,,,,,,,,,
805,milk,pastry,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,
806,rolls,,,,,,,,,,,,,,,,,,,,,,
807,chicken,onions,other vegetables,milk,brown bread,white wine,red/blush wine,,,,,,,,,,,,,,,,
808,tropical fruit,onions,milk,butter,dishes,,,,,,,,,,,,,,,,,,
809,sausage,turkey,other vegetables,yogurt,brown bread,oil,hygiene articles,shopping bags,,,,,,,,,,,,,,,
810,sausage,other vegetables,milk,curd,hard cheese,soda,candy,newspapers,,,,,,,,,,,,,,,
811,frankfurter,citrus fruit,pastry,margarine,ready soups,instant coffee,shopping bags,,,,,,,,,,,,,,,,
812,cow milk,frozen dessert,fruit/vegetable juice,decalcifier,newspapers,,,,,,,,,,,,,,,,,,
813,rolls,newspapers,,,,,,,,,,,,,,,,,,,,,
814,canned beer,,,,,,,,,,,,,,,,,,,,,,
815,yogurt,specialty bar,,,,,,,,,,,,,,,,,,,,,
816,whipped/sour cream,specialty bar,,,,,,,,,,,,,,,,,,,,,
817,rolls,canned beer,,,,,,,,,,,,,,,,,,,,,
818,rolls,,,,,,,,,,,,,,,,,,,,,,
819,beverages,rolls,,,,,,,,,,,,,,,,,,,,,
820,rolls,,,,,,,,,,,,,,,,,,,,,,
821,rolls,shopping bags,,,,,,,,,,,,,,,,,,,,,
822,bottled beer,,,,,,,,,,,,,,,,,,,,,,
823,citrus fruit,curd,yogurt,sliced cheese,rolls,oil,bottled water,,,,,,,,,,,,,,,,
824,bottled water,soda,,,,,,,,,,,,,,,,,,,,,
825,pastry,,,,,,,,,,,,,,,,,,,,,,
826,domestic eggs,rolls,pastry,coffee,candles,,,,,,,,,,,,,,,,,,
827,beef,pip fruit,root vegetables,rolls,margarine,,,,,,,,,,,,,,,,,,
828,spread cheese,rolls,bottled water,newspapers,,,,,,,,,,,,,,,,,,,
829,tropical fruit,spread cheese,rolls,soda,,,,,,,,,,,,,,,,,,,
830,packaged fruit/vegetables,canned beer,candles,,,,,,,,,,,,,,,,,,,,
831,milk,yogurt,bottled beer,white wine,salty snack,napkins,,,,,,,,,,,,,,,,,
832,meat,beef,other vegetables,milk,butter,domestic eggs,rolls,,,,,,,,,,,,,,,,
833,onions,milk,bottled beer,liquor (appetizer),detergent,dishes,,,,,,,,,,,,,,,,,
834,frankfurter,grapes,other vegetables,butter milk,cow milk,brown bread,margarine,organic products,bottled water,soda,,,,,,,,,,,,,
835,beef,rolls,bottled beer,,,,,,,,,,,,,,,,,,,,
836,beef,,,,,,,,,,,,,,,,,,,,,,
837,sausage,bottled beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,
838,chicken,onions,herbs,hygiene articles,,,,,,,,,,,,,,,,,,,
839,canned beer,,,,,,,,,,,,,,,,,,,,,,
840,sausage,root vegetables,other vegetables,milk,bottled beer,seasonal products,,,,,,,,,,,,,,,,,
841,tropical fruit,milk,curd,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,
842,frankfurter,rolls,soda,abrasive cleaner,newspapers,flower (seeds),,,,,,,,,,,,,,,,,
843,sausage,tropical fruit,semi-finished bread,,,,,,,,,,,,,,,,,,,,
844,beef,tropical fruit,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,
845,tropical fruit,pastry,flour,rum,,,,,,,,,,,,,,,,,,,
846,yogurt,,,,,,,,,,,,,,,,,,,,,,
847,frankfurter,rolls,mustard,,,,,,,,,,,,,,,,,,,,
848,bottled beer,,,,,,,,,,,,,,,,,,,,,,
849,grapes,soda,,,,,,,,,,,,,,,,,,,,,
850,beverages,rolls,,,,,,,,,,,,,,,,,,,,,
851,curd,bottled beer,pot plants,,,,,,,,,,,,,,,,,,,,
852,ice cream,sugar,flower (seeds),,,,,,,,,,,,,,,,,,,,
853,sausage,rolls,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,
854,other vegetables,,,,,,,,,,,,,,,,,,,,,,
855,dessert,beverages,bottled water,,,,,,,,,,,,,,,,,,,,
856,decalcifier,,,,,,,,,,,,,,,,,,,,,,
857,canned beer,,,,,,,,,,,,,,,,,,,,,,
858,coffee,,,,,,,,,,,,,,,,,,,,,,
859,berries,other vegetables,milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,
860,pork,tropical fruit,rolls,semi-finished bread,bottled beer,newspapers,,,,,,,,,,,,,,,,,
861,frankfurter,chicken,pork,citrus fruit,other vegetables,milk,butter milk,whipped/sour cream,cream cheese ,frozen dessert,domestic eggs,rolls,sugar,baking powder,,,,,,,,,
862,pork,beef,milk,domestic eggs,bottled water,bottled beer,hygiene articles,,,,,,,,,,,,,,,,
863,frankfurter,pork,citrus fruit,root vegetables,onions,other vegetables,packaged fruit/vegetables,cat food,bottled water,,,,,,,,,,,,,,
864,frozen dessert,brandy,,,,,,,,,,,,,,,,,,,,,
865,chicken,other vegetables,packaged fruit/vegetables,condensed milk,frozen vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,
866,vinegar,oil,,,,,,,,,,,,,,,,,,,,,
867,rolls,soda,specialty bar,,,,,,,,,,,,,,,,,,,,
868,milk,,,,,,,,,,,,,,,,,,,,,,
869,pork,root vegetables,milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,
870,rolls,newspapers,,,,,,,,,,,,,,,,,,,,,
871,grapes,other vegetables,zwieback,Instant food products,dishes,,,,,,,,,,,,,,,,,,
872,frankfurter,citrus fruit,whipped/sour cream,cream cheese ,rolls,baking powder,seasonal products,napkins,,,,,,,,,,,,,,,
873,finished products,root vegetables,packaged fruit/vegetables,yogurt,specialty cheese,frozen vegetables,ice cream,soda,bottled beer,,,,,,,,,,,,,,
874,onions,other vegetables,flour,,,,,,,,,,,,,,,,,,,,
875,tropical fruit,milk,rolls,,,,,,,,,,,,,,,,,,,,
876,other vegetables,cream cheese ,tea,chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,
877,ham,turkey,beef,other vegetables,milk,pot plants,,,,,,,,,,,,,,,,,
878,other vegetables,milk,margarine,bottled beer,,,,,,,,,,,,,,,,,,,
879,curd,,,,,,,,,,,,,,,,,,,,,,
880,sausage,beef,other vegetables,,,,,,,,,,,,,,,,,,,,
881,canned beer,liquor (appetizer),chewing gum,,,,,,,,,,,,,,,,,,,,
882,ham,chicken,citrus fruit,berries,onions,milk,curd,yogurt,frozen vegetables,rolls,margarine,soda,liquor (appetizer),cake bar,candy,seasonal products,skin care,,,,,,
883,packaged fruit/vegetables,milk,dessert,yogurt,cow milk,margarine,bottled water,long life bakery product,,,,,,,,,,,,,,,
884,meat,rolls,soda,specialty bar,,,,,,,,,,,,,,,,,,,
885,milk,dessert,,,,,,,,,,,,,,,,,,,,,
886,canned beer,,,,,,,,,,,,,,,,,,,,,,
887,chicken,cow milk,rolls,coffee,long life bakery product,house keeping products,,,,,,,,,,,,,,,,,
888,rolls,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,
889,pet care,bottled water,,,,,,,,,,,,,,,,,,,,,
890,root vegetables,other vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,
891,pastry,,,,,,,,,,,,,,,,,,,,,,
892,frankfurter,hamburger meat,milk,domestic eggs,rolls,brown bread,margarine,bottled water,flower (seeds),,,,,,,,,,,,,,
893,chicken,grapes,milk,whipped/sour cream,mayonnaise,,,,,,,,,,,,,,,,,,
894,frozen dessert,semi-finished bread,,,,,,,,,,,,,,,,,,,,,
895,citrus fruit,tropical fruit,grapes,yogurt,rolls,margarine,canned fruit,bottled water,soda,misc. beverages,candy,female sanitary products,shopping bags,,,,,,,,,,
896,sausage,pork,beef,berries,root vegetables,milk,butter,rolls,cat food,bottled water,newspapers,,,,,,,,,,,,
897,root vegetables,onions,other vegetables,packaged fruit/vegetables,milk,whipped/sour cream,frozen vegetables,rolls,pasta,soups,baking powder,soda,detergent,,,,,,,,,,
898,root vegetables,milk,yogurt,rolls,,,,,,,,,,,,,,,,,,,
899,bottled beer,,,,,,,,,,,,,,,,,,,,,,
900,frankfurter,canned beer,,,,,,,,,,,,,,,,,,,,,
901,root vegetables,milk,butter,coffee,,,,,,,,,,,,,,,,,,,
902,berries,other vegetables,whipped/sour cream,cow milk,bottled water,soda,hygiene articles,newspapers,,,,,,,,,,,,,,,
903,hamburger meat,,,,,,,,,,,,,,,,,,,,,,
904,tropical fruit,milk,rolls,semi-finished bread,margarine,fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,
905,frankfurter,pork,beverages,frozen meals,waffles,,,,,,,,,,,,,,,,,,
906,frankfurter,sausage,frozen fish,margarine,specialty bar,,,,,,,,,,,,,,,,,,
907,soda,newspapers,,,,,,,,,,,,,,,,,,,,,
908,ice cream,,,,,,,,,,,,,,,,,,,,,,
909,beef,milk,frozen vegetables,brown bread,pastry,coffee,,,,,,,,,,,,,,,,,
910,milk,pastry,bottled water,newspapers,photo/film,,,,,,,,,,,,,,,,,,
911,pork,fish,milk,butter,curd,yogurt,whipped/sour cream,flour,sugar,,,,,,,,,,,,,,
912,milk,chewing gum,,,,,,,,,,,,,,,,,,,,,
913,bottled beer,,,,,,,,,,,,,,,,,,,,,,
914,pork,grapes,cow milk,brown bread,margarine,,,,,,,,,,,,,,,,,,
915,root vegetables,pot plants,,,,,,,,,,,,,,,,,,,,,
916,canned beer,,,,,,,,,,,,,,,,,,,,,,
917,citrus fruit,root vegetables,milk,butter,whipped/sour cream,oil,mustard,bottled water,bottled beer,,,,,,,,,,,,,,
918,pip fruit,herbs,other vegetables,milk,coffee,female sanitary products,hygiene articles,shopping bags,,,,,,,,,,,,,,,
919,root vegetables,dessert,yogurt,cream cheese ,rice,,,,,,,,,,,,,,,,,,
920,tropical fruit,curd,rolls,organic products,newspapers,,,,,,,,,,,,,,,,,,
921,beef,root vegetables,other vegetables,milk,butter,soft cheese,hard cheese,domestic eggs,pasta,coffee,candles,,,,,,,,,,,,
922,chicken,pork,milk,butter,white bread,,,,,,,,,,,,,,,,,,
923,citrus fruit,grapes,milk,rolls,pastry,oil,margarine,candles,newspapers,,,,,,,,,,,,,,
924,meat,beef,tropical fruit,pip fruit,other vegetables,whipped/sour cream,soft cheese,frozen meals,margarine,coffee,fruit/vegetable juice,pot plants,,,,,,,,,,,
925,cream cheese ,spread cheese,rolls,,,,,,,,,,,,,,,,,,,,
926,citrus fruit,herbs,milk,bottled water,bottled beer,pot plants,,,,,,,,,,,,,,,,,
927,specialty bar,,,,,,,,,,,,,,,,,,,,,,
928,meat,other vegetables,milk,beverages,rolls,margarine,chocolate,napkins,newspapers,,,,,,,,,,,,,,
929,citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,
930,frankfurter,beef,tropical fruit,root vegetables,packaged fruit/vegetables,milk,frozen vegetables,,,,,,,,,,,,,,,,
931,citrus fruit,milk,,,,,,,,,,,,,,,,,,,,,
932,turkey,root vegetables,other vegetables,curd,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,
933,citrus fruit,onions,milk,curd,yogurt,rolls,pasta,mustard,dog food,canned beer,,,,,,,,,,,,,
934,sausage,domestic eggs,,,,,,,,,,,,,,,,,,,,,
935,newspapers,,,,,,,,,,,,,,,,,,,,,,
936,milk,yogurt,,,,,,,,,,,,,,,,,,,,,
937,yogurt,,,,,,,,,,,,,,,,,,,,,,
938,yogurt,,,,,,,,,,,,,,,,,,,,,,
939,bottled water,,,,,,,,,,,,,,,,,,,,,,
940,berries,milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,
941,packaged fruit/vegetables,milk,rolls,pastry,,,,,,,,,,,,,,,,,,,
942,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,
943,nuts/prunes,milk,semi-finished bread,jam,soda,pot plants,shopping bags,,,,,,,,,,,,,,,,
944,citrus fruit,other vegetables,packaged fruit/vegetables,milk,butter,whipped/sour cream,flour,sugar,coffee,soda,sparkling wine,dishes,,,,,,,,,,,
945,beef,citrus fruit,root vegetables,onions,curd,hard cheese,rolls,fruit/vegetable juice,,,,,,,,,,,,,,,
946,milk,yogurt,frozen vegetables,coffee,canned beer,napkins,,,,,,,,,,,,,,,,,
947,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
948,beef,other vegetables,,,,,,,,,,,,,,,,,,,,,
949,fish,berries,other vegetables,milk,dessert,yogurt,spread cheese,coffee,white wine,red/blush wine,,,,,,,,,,,,,
950,other vegetables,milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers,,,,,,,,,,,,,,,
951,tropical fruit,berries,root vegetables,milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,specialty chocolate,napkins,,,,,,,,,,,,
952,coffee,,,,,,,,,,,,,,,,,,,,,,
953,sausage,pork,other vegetables,frozen fish,rolls,semi-finished bread,artif. sweetener,ready soups,bottled water,hygiene articles,newspapers,,,,,,,,,,,,
954,meat,root vegetables,whipped/sour cream,beverages,cream cheese ,waffles,dishes,,,,,,,,,,,,,,,,
955,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,packaged fruit/vegetables,butter,rolls,margarine,sugar,rum,long life bakery product,abrasive cleaner,,,,,,,,,,
956,berries,milk,whipped/sour cream,margarine,organic products,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,
957,frozen meals,misc. beverages,,,,,,,,,,,,,,,,,,,,,
958,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
959,beef,root vegetables,bottled beer,chocolate,shopping bags,,,,,,,,,,,,,,,,,,
960,chicken,pork,other vegetables,milk,whipped/sour cream,cow milk,domestic eggs,rolls,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,
961,chicken,pork,hamburger meat,pip fruit,nuts/prunes,root vegetables,other vegetables,milk,spread cheese,frozen potato products,brown bread,Instant food products,soda,fruit/vegetable juice,shopping bags,,,,,,,,
962,beef,tropical fruit,root vegetables,herbs,other vegetables,milk,yogurt,hard cheese,rolls,brown bread,bottled water,bottled beer,salty snack,shopping bags,,,,,,,,,
963,packaged fruit/vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,
964,sugar,,,,,,,,,,,,,,,,,,,,,,
965,frankfurter,sausage,beef,root vegetables,packaged fruit/vegetables,milk,dessert,yogurt,sliced cheese,ice cream,rolls,soda,,,,,,,,,,,
966,berries,frozen vegetables,pet care,instant coffee,,,,,,,,,,,,,,,,,,,
967,bottled water,soda,chewing gum,napkins,,,,,,,,,,,,,,,,,,,
968,sausage,chicken,citrus fruit,berries,root vegetables,curd,beverages,abrasive cleaner,,,,,,,,,,,,,,,
969,milk,cow milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers,,,,,,,,,,,,,,,,
970,ice cream,rolls,,,,,,,,,,,,,,,,,,,,,
971,frankfurter,citrus fruit,tropical fruit,rolls,,,,,,,,,,,,,,,,,,,
972,root vegetables,milk,white bread,brown bread,sweet spreads,dog food,brandy,shopping bags,,,,,,,,,,,,,,,
973,sausage,rolls,specialty chocolate,,,,,,,,,,,,,,,,,,,,
974,sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder,,,,,,,,,,,
975,beef,root vegetables,milk,cream cheese ,,,,,,,,,,,,,,,,,,,
976,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
977,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,
978,berries,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
979,yogurt,beverages,coffee,,,,,,,,,,,,,,,,,,,,
980,pork,beef,,,,,,,,,,,,,,,,,,,,,
981,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,
982,curd,butter milk,yogurt,sliced cheese,coffee,,,,,,,,,,,,,,,,,,
983,beef,Instant food products,canned beer,,,,,,,,,,,,,,,,,,,,
984,pork,berries,whipped/sour cream,beverages,flour,oil,soda,chocolate,newspapers,,,,,,,,,,,,,,
985,white bread,,,,,,,,,,,,,,,,,,,,,,
986,grapes,milk,processed cheese,rolls,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,
987,potato products,flower (seeds),,,,,,,,,,,,,,,,,,,,,
988,root vegetables,onions,yogurt,rolls,coffee,bottled water,dishes,,,,,,,,,,,,,,,,
989,chicken,hamburger meat,cow milk,soda,canned beer,bathroom cleaner,newspapers,,,,,,,,,,,,,,,,
990,chicken,other vegetables,salt,,,,,,,,,,,,,,,,,,,,
991,fish,cream cheese ,coffee,,,,,,,,,,,,,,,,,,,,
992,canned beer,,,,,,,,,,,,,,,,,,,,,,
993,other vegetables,milk,frozen meals,rolls,brown bread,napkins,,,,,,,,,,,,,,,,,
994,chicken,pork,milk,frozen vegetables,brown bread,vinegar,bottled beer,red/blush wine,newspapers,,,,,,,,,,,,,,
995,other vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,
996,tropical fruit,milk,,,,,,,,,,,,,,,,,,,,,
997,milk,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,
998,beef,hamburger meat,berries,pastry,hygiene articles,,,,,,,,,,,,,,,,,,
999,sausage,grapes,rolls,soda,salty snack,,,,,,,,,,,,,,,,,,
1000,milk,rolls,chocolate,,,,,,,,,,,,,,,,,,,,
1001,rolls,soda,,,,,,,,,,,,,,,,,,,,,
1002,citrus fruit,tropical fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,
1003,milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,
1004,pastry,soda,bottled beer,,,,,,,,,,,,,,,,,,,,
1005,tropical fruit,other vegetables,milk,yogurt,soft cheese,hard cheese,spread cheese,curd cheese,frozen vegetables,ice cream,pastry,coffee,fruit/vegetable juice,hygiene articles,,,,,,,,,
1006,sliced cheese,pastry,newspapers,,,,,,,,,,,,,,,,,,,,
1007,soda,,,,,,,,,,,,,,,,,,,,,,
1008,ham,citrus fruit,milk,dessert,frozen meals,coffee,popcorn,shopping bags,,,,,,,,,,,,,,,
1009,salty snack,,,,,,,,,,,,,,,,,,,,,,
1010,milk,curd,cream cheese ,flour,coffee,bottled water,misc. beverages,newspapers,,,,,,,,,,,,,,,
1011,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
1012,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,
1013,curd,roll products ,margarine,bottled water,canned beer,white wine,dish cleaner,,,,,,,,,,,,,,,,
1014,bottled water,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,
1015,packaged fruit/vegetables,pot plants,,,,,,,,,,,,,,,,,,,,,
1016,tropical fruit,root vegetables,frozen vegetables,ice cream,bottled water,cling film/bags,,,,,,,,,,,,,,,,,
1017,ham,beef,grapes,yogurt,whipped/sour cream,domestic eggs,white bread,pastry,bottled water,fruit/vegetable juice,white wine,salty snack,chocolate,newspapers,shopping bags,,,,,,,,
1018,pork,citrus fruit,cow milk,brown bread,soda,bottled beer,canned beer,long life bakery product,,,,,,,,,,,,,,,
1019,beverages,rolls,soda,misc. beverages,liqueur,cake bar,,,,,,,,,,,,,,,,,
1020,sausage,rolls,soda,,,,,,,,,,,,,,,,,,,,
1021,sausage,citrus fruit,milk,yogurt,rolls,bottled water,soda,napkins,,,,,,,,,,,,,,,
1022,root vegetables,milk,butter,yogurt,cream cheese ,frozen fish,shopping bags,,,,,,,,,,,,,,,,
1023,milk,cream cheese ,,,,,,,,,,,,,,,,,,,,,
1024,frankfurter,turkey,root vegetables,other vegetables,yogurt,rolls,pastry,ready soups,,,,,,,,,,,,,,,
1025,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,
1026,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,
1027,frankfurter,popcorn,,,,,,,,,,,,,,,,,,,,,
1028,berries,milk,whipped/sour cream,pickled vegetables,detergent,newspapers,,,,,,,,,,,,,,,,,
1029,canned beer,,,,,,,,,,,,,,,,,,,,,,
1030,frankfurter,pork,white bread,canned vegetables,soda,,,,,,,,,,,,,,,,,,
1031,frankfurter,hamburger meat,milk,butter,curd,flour,rice,oil,sugar,mustard,salty snack,chocolate,chocolate marshmallow,dish cleaner,dental care,,,,,,,,
1032,berries,root vegetables,milk,beverages,sugar,soups,coffee,shopping bags,,,,,,,,,,,,,,,
1033,frankfurter,rolls,,,,,,,,,,,,,,,,,,,,,
1034,newspapers,,,,,,,,,,,,,,,,,,,,,,
1035,frozen fish,newspapers,,,,,,,,,,,,,,,,,,,,,
1036,tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,
1037,beef,grapes,berries,milk,yogurt,rolls,newspapers,pot plants,,,,,,,,,,,,,,,
1038,rolls,coffee,instant coffee,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,
1039,specialty chocolate,pot plants,,,,,,,,,,,,,,,,,,,,,
1040,sparkling wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,
1041,citrus fruit,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
1042,onions,herbs,bottled beer,,,,,,,,,,,,,,,,,,,,
1043,milk,pastry,detergent,candles,,,,,,,,,,,,,,,,,,,
1044,photo/film,,,,,,,,,,,,,,,,,,,,,,
1045,hamburger meat,,,,,,,,,,,,,,,,,,,,,,
1046,other vegetables,milk,white bread,chewing gum,,,,,,,,,,,,,,,,,,,
1047,milk,rolls,shopping bags,,,,,,,,,,,,,,,,,,,,
1048,pork,tropical fruit,grapes,hard cheese,soda,napkins,shopping bags,,,,,,,,,,,,,,,,
1049,tropical fruit,grapes,berries,other vegetables,milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,pot plants,,,,
1050,chicken,pork,citrus fruit,other vegetables,whipped/sour cream,white bread,chewing gum,pot plants,,,,,,,,,,,,,,,
1051,other vegetables,chewing gum,,,,,,,,,,,,,,,,,,,,,
1052,sausage,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,
1053,milk,whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,
1054,rolls,coffee,,,,,,,,,,,,,,,,,,,,,
1055,hygiene articles,,,,,,,,,,,,,,,,,,,,,,
1056,ice cream,newspapers,,,,,,,,,,,,,,,,,,,,,
1057,curd,whipped/sour cream,domestic eggs,flour,misc. beverages,newspapers,,,,,,,,,,,,,,,,,
1058,milk,frozen meals,newspapers,,,,,,,,,,,,,,,,,,,,
1059,onions,milk,dessert,domestic eggs,rolls,white bread,coffee,bottled water,,,,,,,,,,,,,,,
1060,finished products,organic sausage,sliced cheese,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,
1061,salt,dog food,long life bakery product,,,,,,,,,,,,,,,,,,,,
1062,tropical fruit,root vegetables,other vegetables,domestic eggs,white bread,brown bread,canned vegetables,soda,fruit/vegetable juice,rum,,,,,,,,,,,,,
1063,other vegetables,milk,yogurt,,,,,,,,,,,,,,,,,,,,
1064,chocolate,,,,,,,,,,,,,,,,,,,,,,
1065,ice cream,,,,,,,,,,,,,,,,,,,,,,
1066,tropical fruit,oil,cat food,,,,,,,,,,,,,,,,,,,,
1067,frankfurter,citrus fruit,milk,yogurt,sliced cheese,specialty cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,
1068,butter,pasta,canned fish,softener,flower (seeds),,,,,,,,,,,,,,,,,,
1069,other vegetables,butter milk,frozen fish,salty snack,,,,,,,,,,,,,,,,,,,
1070,tropical fruit,pastry,canned beer,chocolate,,,,,,,,,,,,,,,,,,,
1071,citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls,white bread,brown bread,zwieback,,,,,,,,,,,,,,
1072,cow milk,salt,soda,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,
1073,beef,,,,,,,,,,,,,,,,,,,,,,
1074,curd,yogurt,spread cheese,sugar,canned vegetables,,,,,,,,,,,,,,,,,,
1075,citrus fruit,other vegetables,milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack,,,,,,,,,,,,,,
1076,yogurt,brown bread,bottled beer,white wine,,,,,,,,,,,,,,,,,,,
1077,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,
1078,grapes,,,,,,,,,,,,,,,,,,,,,,
1079,pork,other vegetables,soda,,,,,,,,,,,,,,,,,,,,
1080,sausage,citrus fruit,berries,other vegetables,milk,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,domestic eggs,pastry,margarine,soups,canned fish,chocolate,candy,napkins,,,,,,
1081,frankfurter,chicken,pork,tropical fruit,root vegetables,other vegetables,yogurt,cow milk,mayonnaise,brown bread,pastry,flour,mustard,coffee,cocoa drinks,fruit/vegetable juice,salty snack,long life bakery product,chocolate,seasonal products,,,
1082,artif. sweetener,soda,photo/film,,,,,,,,,,,,,,,,,,,,
1083,frankfurter,onions,butter,processed cheese,rolls,coffee,bottled beer,,,,,,,,,,,,,,,,
1084,pip fruit,root vegetables,dessert,yogurt,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,
1085,frankfurter,milk,coffee,detergent,,,,,,,,,,,,,,,,,,,
1086,milk,newspapers,,,,,,,,,,,,,,,,,,,,,
1087,domestic eggs,hygiene articles,photo/film,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,
1088,packaged fruit/vegetables,dessert,mayonnaise,oil,soda,waffles,chocolate,flower (seeds),shopping bags,,,,,,,,,,,,,,
1089,chicken,other vegetables,whipped/sour cream,frozen vegetables,bottled water,long life bakery product,,,,,,,,,,,,,,,,,
1090,pork,milk,curd,yogurt,whipped/sour cream,cream cheese ,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins,,,,,,,
